texto_original,texto_limpio,valor_normalizado,metodo_usado,confianza,explicacion,requiere_revision,categoria,tipo_dato,id_original,division,esquema,clave_original,fecha_proceso
RINCON DE 861,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,136,DES,MASIVO,MASS000136,2025-05-28 11:21:40
LOMAS DE 244,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,137,DES,MASIVO,MASS000137,2025-05-28 11:21:40
RESIDENCIAL 796,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,138,DES,MASIVO,MASS000138,2025-05-28 11:21:40
SECTOR 824,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,139,DES,MASIVO,MASS000139,2025-05-28 11:21:40
ZONA 717,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,140,DES,MASIVO,MASS000140,2025-05-28 11:21:40
MANZANA 404,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,141,DES,MASIVO,MASS000141,2025-05-28 11:21:40
AMPLIACION 568,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,142,DES,MASIVO,MASS000142,2025-05-28 11:21:40
BARRIO 288,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,143,DES,MASIVO,MASS000143,2025-05-28 11:21:40
FRACCIONAMIENTO 643,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,144,DES,MASIVO,MASS000144,2025-05-28 11:21:40
ZONA 782,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,145,DES,MASIVO,MASS000145,2025-05-28 11:21:40
NUEVA 39,NUEVA 39,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA 39',True,SIN_MATCH,colonia,146,DES,MASIVO,MASS000146,2025-05-28 11:21:40
VIEJA 327,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,147,DES,MASIVO,MASS000147,2025-05-28 11:21:40
RESID 258,RESID,RESIDENCIAL,EQUIVALENCIA,1.0,Equivalencia: RESID → RESIDENCIAL,False,EXACTO,colonia,148,DES,MASIVO,MASS000148,2025-05-28 11:21:40
MANZANA 271,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,149,DES,MASIVO,MASS000149,2025-05-28 11:21:40
RINCON DE 115,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,150,DES,MASIVO,MASS000150,2025-05-28 11:21:40
  BARRIO 379  ,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,151,DES,MASIVO,MASS000151,2025-05-28 11:21:40
VILLAS DE 518,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,152,DES,MASIVO,MASS000152,2025-05-28 11:21:40
JARDINES DE 853,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,153,DES,MASIVO,MASS000153,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 845,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,154,DES,MASIVO,MASS000154,2025-05-28 11:21:40
MANZANA 836,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,155,DES,MASIVO,MASS000155,2025-05-28 11:21:40
BARRIO 195,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,156,DES,MASIVO,MASS000156,2025-05-28 11:21:40
FRACCIONAMIENTO 803,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,157,DES,MASIVO,MASS000157,2025-05-28 11:21:40
JARDINES DE 50,JARDINES DE 50,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE 50' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,158,DES,MASIVO,MASS000158,2025-05-28 11:21:40
FRACCIONAMIENTO 742,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,159,DES,MASIVO,MASS000159,2025-05-28 11:21:40
JARDINES DE 135,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,160,DES,MASIVO,MASS000160,2025-05-28 11:21:40
RINCON DE 280,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,161,DES,MASIVO,MASS000161,2025-05-28 11:21:40
LOTE 835,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,162,DES,MASIVO,MASS000162,2025-05-28 11:21:40
VILLAS DE 270,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,163,DES,MASIVO,MASS000163,2025-05-28 11:21:40
AMPLIACION 262,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,164,DES,MASIVO,MASS000164,2025-05-28 11:21:40
UNIDAD HABITACIONAL 643,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,165,DES,MASIVO,MASS000165,2025-05-28 11:21:40
JARDINES DE 807,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,166,DES,MASIVO,MASS000166,2025-05-28 11:21:40
VIEJA 756,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,167,DES,MASIVO,MASS000167,2025-05-28 11:21:40
VIEJA 996,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,168,DES,MASIVO,MASS000168,2025-05-28 11:21:40
SECTOR 677,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,169,DES,MASIVO,MASS000169,2025-05-28 11:21:40
COMERCIAL 334,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,170,DES,MASIVO,MASS000170,2025-05-28 11:21:40
  ZONA 550  ,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,171,DES,MASIVO,MASS000171,2025-05-28 11:21:40
JARDINES DE 231,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,172,DES,MASIVO,MASS000172,2025-05-28 11:21:40
MANZANA 555,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,173,DES,MASIVO,MASS000173,2025-05-28 11:21:40
  SAN 198  ,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,174,DES,MASIVO,MASS000174,2025-05-28 11:21:40
RESIDENCIAL 865,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,175,DES,MASIVO,MASS000175,2025-05-28 11:21:40
SECTOR 226,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,176,DES,MASIVO,MASS000176,2025-05-28 11:21:40
INDUSTRIAL 22,INDUSTRIAL 22,,SIN_MATCH,0.0,No se encontró coincidencia para 'INDUSTRIAL 22',True,SIN_MATCH,colonia,177,DES,MASIVO,MASS000177,2025-05-28 11:21:40
BARRIO 456,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,178,DES,MASIVO,MASS000178,2025-05-28 11:21:40
UNIDAD HABITACIONAL 998,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,179,DES,MASIVO,MASS000179,2025-05-28 11:21:40
SAN 198,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,180,DES,MASIVO,MASS000180,2025-05-28 11:21:40
JARDINES DE 49,JARDINES DE 49,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE 49' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,181,DES,MASIVO,MASS000181,2025-05-28 11:21:40
COMERCIAL 897,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,182,DES,MASIVO,MASS000182,2025-05-28 11:21:40
COMERCIAL 281,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,183,DES,MASIVO,MASS000183,2025-05-28 11:21:40
SECTOR 890,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,184,DES,MASIVO,MASS000184,2025-05-28 11:21:40
NUEVA 18,NUEVA 18,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA 18',True,SIN_MATCH,colonia,185,DES,MASIVO,MASS000185,2025-05-28 11:21:40
JARDINES DE 550,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,186,DES,MASIVO,MASS000186,2025-05-28 11:21:40
CENTRO 31,CENTRO 31,CENTRO,FUZZY_BAJO,0.8,Fuzzy match bajo: 'CENTRO 31' ≈ 'CENTRO' (80%),True,REVISAR,colonia,187,DES,MASIVO,MASS000187,2025-05-28 11:21:40
LOTE 909,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,188,DES,MASIVO,MASS000188,2025-05-28 11:21:40
RESIDENCIAL 613,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,189,DES,MASIVO,MASS000189,2025-05-28 11:21:40
SECTOR 935,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,190,DES,MASIVO,MASS000190,2025-05-28 11:21:40
RESID 822,RESID,RESIDENCIAL,EQUIVALENCIA,1.0,Equivalencia: RESID → RESIDENCIAL,False,EXACTO,colonia,191,DES,MASIVO,MASS000191,2025-05-28 11:21:40
CENTRO 956,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,192,DES,MASIVO,MASS000192,2025-05-28 11:21:40
COMERCIAL 428,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,193,DES,MASIVO,MASS000193,2025-05-28 11:21:40
SECTOR 944,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,194,DES,MASIVO,MASS000194,2025-05-28 11:21:40
AMPLIACION 737,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,195,DES,MASIVO,MASS000195,2025-05-28 11:21:40
AMPLIACION 630,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,196,DES,MASIVO,MASS000196,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 296,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,197,DES,MASIVO,MASS000197,2025-05-28 11:21:40
LOTE 701,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,198,DES,MASIVO,MASS000198,2025-05-28 11:21:40
MANZANA 619,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,199,DES,MASIVO,MASS000199,2025-05-28 11:21:40
ZONA 259,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,200,DES,MASIVO,MASS000200,2025-05-28 11:21:40
BARRIO 622,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,201,DES,MASIVO,MASS000201,2025-05-28 11:21:40
VIEJA 221,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,202,DES,MASIVO,MASS000202,2025-05-28 11:21:40
SANTA 395,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,203,DES,MASIVO,MASS000203,2025-05-28 11:21:40
SAN 899,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,204,DES,MASIVO,MASS000204,2025-05-28 11:21:40
VIEJA 412,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,205,DES,MASIVO,MASS000205,2025-05-28 11:21:40
SECTOR 48_123,SECTOR 48,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR 48',True,SIN_MATCH,colonia,206,DES,MASIVO,MASS000206,2025-05-28 11:21:40
VILLAS DE 474,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,207,DES,MASIVO,MASS000207,2025-05-28 11:21:40
UNIDAD HABITACIONAL 646,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,208,DES,MASIVO,MASS000208,2025-05-28 11:21:40
SAN 28,SAN 28,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN 28',True,SIN_MATCH,colonia,209,DES,MASIVO,MASS000209,2025-05-28 11:21:40
VILLAS DE 498_123,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,210,DES,MASIVO,MASS000210,2025-05-28 11:21:40
RINCON DE 54,RINCON DE 54,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE 54',True,SIN_MATCH,colonia,211,DES,MASIVO,MASS000211,2025-05-28 11:21:40
MANZANA 683_123,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,212,DES,MASIVO,MASS000212,2025-05-28 11:21:40
MANZANA 438,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,213,DES,MASIVO,MASS000213,2025-05-28 11:21:40
SANTA 764,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,214,DES,MASIVO,MASS000214,2025-05-28 11:21:40
LOMAS DE 50,LOMAS DE 50,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE 50',True,SIN_MATCH,colonia,215,DES,MASIVO,MASS000215,2025-05-28 11:21:40
CENTRO 704,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,216,DES,MASIVO,MASS000216,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 447,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,217,DES,MASIVO,MASS000217,2025-05-28 11:21:40
CENTRO 486,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,218,DES,MASIVO,MASS000218,2025-05-28 11:21:40
VIEJA 292,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,219,DES,MASIVO,MASS000219,2025-05-28 11:21:40
RINCON DE 108,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,220,DES,MASIVO,MASS000220,2025-05-28 11:21:40
SECTOR 942,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,221,DES,MASIVO,MASS000221,2025-05-28 11:21:40
NUEVA 128,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,222,DES,MASIVO,MASS000222,2025-05-28 11:21:40
BARRIO 477,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,223,DES,MASIVO,MASS000223,2025-05-28 11:21:40
FRACCIONAMIENTO 680,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,224,DES,MASIVO,MASS000224,2025-05-28 11:21:40
UNIDAD HABITACIONAL 394,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,225,DES,MASIVO,MASS000225,2025-05-28 11:21:40
UNIDAD HABITACIONAL 624,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,226,DES,MASIVO,MASS000226,2025-05-28 11:21:40
INDUSTRIAL 655,INDUSTRIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'INDUSTRIAL',True,SIN_MATCH,colonia,227,DES,MASIVO,MASS000227,2025-05-28 11:21:40
  PUEBLO 78  ,PUEBLO 78,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO 78',True,SIN_MATCH,colonia,228,DES,MASIVO,MASS000228,2025-05-28 11:21:40
AMPLIACION 961_123,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,229,DES,MASIVO,MASS000229,2025-05-28 11:21:40
ZONA 835,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,230,DES,MASIVO,MASS000230,2025-05-28 11:21:40
RINCON DE 178,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,231,DES,MASIVO,MASS000231,2025-05-28 11:21:40
SAN 942,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,232,DES,MASIVO,MASS000232,2025-05-28 11:21:40
SECTOR 13,SECTOR 13,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR 13',True,SIN_MATCH,colonia,233,DES,MASIVO,MASS000233,2025-05-28 11:21:40
LOTE 130,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,234,DES,MASIVO,MASS000234,2025-05-28 11:21:40
AMPLIACION 479,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,235,DES,MASIVO,MASS000235,2025-05-28 11:21:40
RINCON DE 783,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,236,DES,MASIVO,MASS000236,2025-05-28 11:21:40
SAN 701,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,237,DES,MASIVO,MASS000237,2025-05-28 11:21:40
BARRIO 900,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,238,DES,MASIVO,MASS000238,2025-05-28 11:21:40
PUEBLO 272,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,239,DES,MASIVO,MASS000239,2025-05-28 11:21:40
SAN 919,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,240,DES,MASIVO,MASS000240,2025-05-28 11:21:40
INDUSTRIAL 764,INDUSTRIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'INDUSTRIAL',True,SIN_MATCH,colonia,241,DES,MASIVO,MASS000241,2025-05-28 11:21:40
MANZANA 454,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,242,DES,MASIVO,MASS000242,2025-05-28 11:21:40
RINCON DE 990,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,243,DES,MASIVO,MASS000243,2025-05-28 11:21:40
  UNIDAD HABITACIONAL 297  ,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,244,DES,MASIVO,MASS000244,2025-05-28 11:21:40
PUEBLO 884_123,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,245,DES,MASIVO,MASS000245,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 516,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,246,DES,MASIVO,MASS000246,2025-05-28 11:21:40
PUEBLO 750,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,247,DES,MASIVO,MASS000247,2025-05-28 11:21:40
UNIDAD HABITACIONAL 560,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,248,DES,MASIVO,MASS000248,2025-05-28 11:21:40
BARRIO 566,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,249,DES,MASIVO,MASS000249,2025-05-28 11:21:40
RINCON DE 695,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,250,DES,MASIVO,MASS000250,2025-05-28 11:21:40
CENTRO 57,CENTRO 57,CENTRO,FUZZY_BAJO,0.8,Fuzzy match bajo: 'CENTRO 57' ≈ 'CENTRO' (80%),True,REVISAR,colonia,251,DES,MASIVO,MASS000251,2025-05-28 11:21:40
SECTOR 725,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,252,DES,MASIVO,MASS000252,2025-05-28 11:21:40
NUEVA 720,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,253,DES,MASIVO,MASS000253,2025-05-28 11:21:40
AMPLIACION 315,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,254,DES,MASIVO,MASS000254,2025-05-28 11:21:40
AMPLIACION 862,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,255,DES,MASIVO,MASS000255,2025-05-28 11:21:40
MANZANA 91,MANZANA 91,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA 91',True,SIN_MATCH,colonia,256,DES,MASIVO,MASS000256,2025-05-28 11:21:40
VILLAS DE 196,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,257,DES,MASIVO,MASS000257,2025-05-28 11:21:40
VILLAS DE 368_123,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,258,DES,MASIVO,MASS000258,2025-05-28 11:21:40
CENTRO 46,CENTRO 46,CENTRO,FUZZY_BAJO,0.8,Fuzzy match bajo: 'CENTRO 46' ≈ 'CENTRO' (80%),True,REVISAR,colonia,259,DES,MASIVO,MASS000259,2025-05-28 11:21:40
SAN 503,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,260,DES,MASIVO,MASS000260,2025-05-28 11:21:40
JARDINES DE 160,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,261,DES,MASIVO,MASS000261,2025-05-28 11:21:40
LOMAS DE 902,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,262,DES,MASIVO,MASS000262,2025-05-28 11:21:40
RINCON DE 943,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,263,DES,MASIVO,MASS000263,2025-05-28 11:21:40
JARDINES DE 254,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,264,DES,MASIVO,MASS000264,2025-05-28 11:21:40
RESIDENCIAL 293,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,265,DES,MASIVO,MASS000265,2025-05-28 11:21:40
SAN 998,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,266,DES,MASIVO,MASS000266,2025-05-28 11:21:40
RESIDENCIAL 597,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,267,DES,MASIVO,MASS000267,2025-05-28 11:21:40
CENTRO 824,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,268,DES,MASIVO,MASS000268,2025-05-28 11:21:40
PUEBLO 721,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,269,DES,MASIVO,MASS000269,2025-05-28 11:21:40
